,dummy_spring,sale_year,title,artist,artist_birth_year 1,artist_alive,Medium,execution_year,height,width,dummy_signed,num_owners,num_exhibits,num_lit,lot_number,house_estimate_lower,house_estimate_upper,sale_price,sold
189,1,2013,COUNTY CLARE,62,1925,0,8,1960.0,167.6,289.6,1,5,3,1,43,4500000,6000000,4981000.0,1
190,1,2013,MOUTH #3,3,1931,0,8,1966.0,139.7,175.3,1,5,1,0,29,1200000,1800000,1085000.0,1
191,1,2013,POTABLE WATER,76,1961,1,7,2005.0,330.2,497.8,0,2,1,0,63,600000,800000,701000.0,1
192,1,2013,SELF-PORTRAIT (CAMOUFLAGE),93,1928,0,7,1986.0,203.2,203.2,0,5,4,1,34,7000000,9000000,6997000.0,1
193,1,2013,MERRY WIDOW,105,1969,1,8,1998.0,193.0,248.9,1,4,1,0,62,700000,1000000,965000.0,1
194,1,2013,CHAMPS,62,1925,0,8,1990.0,240.0,200.0,1,4,1,0,26,1800000,2500000,2165000.0,1
195,1,2013,UNTITLED,24,1930,1,8,2012.0,91.4,68.6,1,1,1,0,48,1500000,2000000,2853000.0,1
196,1,2013,PURPLE AND YELLOW ABSTRACTION,85,1957,1,7,12.3,147.3,167.6,1,1,1,0,5,300000,400000,1055000.0,1
197,1,2013,LOESUNGEN I - IV [SOLUTIONS I - IV],4,1941,0,2,1969.0,150.0,125.0,0,5,5,0,40,3000000,4000000,3525000.0,1
198,1,2013,STRANGER #64,40,1960,1,8,2012.0,243.8,182.9,1,1,1,0,4,350000,450000,1265000.0,1
199,1,2013,UNTITLED (P2),68,1955,1,6,1986.0,182.9,121.9,1,7,1,0,53,800000,1200000,1145000.0,1
200,1,2013,LYDIAN,37,1962,1,8,2013.0,71.1,50.8,0,1,1,0,3,500000,700000,2965000.0,1
201,1,2013,"DOMPLATZ, MAILAND [CATHEDRAL SQUARE, MILAN]",128,1932,1,8,1968.0,275.0,290.0,0,4,2,9,20,30000000,40000000,37125000.0,1
202,1,2013,GREEN PANEL (GROUND ZERO),94,1923,1,6,2011.0,56.5,125.8,0,1,1,0,59,400000,600000,749000.0,1
203,1,2013,CIRROCUMULUS,42,1880,0,8,1961.0,102.7,140.3,1,1,3,1,46,800000,1200000,560000.0,0
204,1,2013,THE BLUE UNCONSCIOUS,111,1912,0,8,1946.0,213.4,142.1,1,6,7,8,27,20000000,30000000,20885000.0,1
205,1,2013,CAGNEY,93,1928,0,4,1962.0,76.1,101.3,1,2,5,2,35,5500000,7500000,4925000.0,1
206,1,2013,PINK SMASH,96,1903,0,8,1959.0,274.3,228.6,0,6,5,11,44,3000000,4000000,3301000.0,1
207,1,2013,BLACK ESCALADE,78,1979,1,4,2005.0,179.0,179.0,0,3,1,0,2,350000,450000,665000.0,1
208,1,2013,INSULATED STAPLE,15,1923,0,5,1964.0,71.1,50.8,1,4,1,0,32,2000000,3000000,1400000.0,0
209,1,2013,UNTITLED,45,1928,0,8,1971.0,69.9,99.7,1,2,1,0,1,500000,700000,1385000.0,1
210,1,2013,PH - 21,101,1904,0,8,1962.0,195.6,174.7,1,2,1,0,25,16000000,20000000,20885000.0,1
211,1,2013,PEINTURE DE FEU SANS TITRE (F 5),20,1928,0,5,1961.0,99.0,132.0,0,3,2,1,14,2000000,3000000,2405000.0,1
212,1,2013,UNTITLED,99,1903,0,8,1969.0,123.2,102.9,0,5,4,1,22,6000000,8000000,4200000.0,0
213,1,2013,OCEAN PARK NO. 46,117,1922,0,8,1971.0,205.7,205.7,1,5,3,2,16,6000000,8000000,11085000.0,1
214,1,2013,AIRBORN,127,1912,0,2,1959.0,235.0,235.0,0,5,1,1,45,800000,1200000,1685000.0,1
215,1,2013,BALTIMORE ORIOLE SECURING FRESHWATER FISH,136,1937,1,8,1965.0,149.8,139.7,1,4,5,5,31,3000000,5000000,4757000.0,1
216,1,2013,53RD & 3RD,30,1979,1,2,2008.0,152.4,240.0,0,2,1,0,6,600000,800000,1085000.0,1
217,1,2013,LAZY AND STUPID (S72),68,1955,1,6,1992.0,50.8,35.6,1,3,1,0,51,800000,1200000,1025000.0,1
218,1,2013,UNTITLED (BOLSENA),45,1928,0,8,1969.0,200.0,240.0,1,1,2,1,13,10000000,15000000,15397000.0,1
219,1,2013,CESENA 47 - A.C. FORNITURE SUD 12,135,1960,1,6,1991.0,120.0,180.0,1,1,3,4,64,300000,400000,210000.0,0
220,1,2013,UNTITLED (YELLOW BUTTERFLY II 782),13,1968,1,8,2008.0,121.9,96.5,1,2,1,0,7,800000,1200000,2105000.0,1
221,1,2013,UNTITLED (COWBOY),49,1949,1,1,2001.0,151.0,210.0,1,2,1,0,57,800000,1200000,1025000.0,1
222,1,2013,STUDY FOR PORTRAIT OF P.L.,74,1909,0,8,1962.0,198.0,144.8,0,6,5,8,23,30000000,40000000,21000000.0,0
223,1,2013,MASKING DRAWING 2 (YELLOW AND PURPLE),36,1938,1,4,1984.0,36.5,69.5,1,2,1,0,56,250000,350000,245000.0,1
224,1,2013,ABSTRAKTES BILD,128,1932,1,8,1988.0,72.4,62.3,1,1,6,2,19,1500000,2000000,3413000.0,1
225,1,2013,UNTITLED (WITH DE KOONING),49,1949,1,7,2006.0,165.1,203.2,1,2,1,0,58,350000,500000,545000.0,1
226,1,2013,ONEMENT VI,55,1905,0,8,1953.0,259.1,304.8,1,5,6,7,17,30000000,40000000,43845000.0,1
227,1,2013,UNTITLED #0,113,1912,0,7,1975.0,182.9,182.9,1,5,5,0,18,1500000,2000000,2285000.0,1
228,1,2013,UNTITLED (JULIUS CAESAR ON GOLD),58,1960,0,7,1981.0,127.0,127.0,1,3,2,2,33,7000000,9000000,6885000.0,1
229,1,2013,UNTITLED (P16),68,1955,1,6,1987.0,182.9,121.9,1,8,1,1,52,1000000,1500000,1325000.0,1
230,1,2013,UNTITLED,52,1898,0,8,1954.0,81.3,64.8,1,3,2,0,60,400000,600000,749000.0,1
231,1,2013,CONVENTION,23,1930,1,8,2002.0,182.9,182.9,1,1,2,3,11,3500000,4500000,6885000.0,1
232,0,2013,THE STATUE OF LIBERTY,93,1928,0,7,1986.0,182.9,182.9,1,4,1,0,36,2000000,3000000,3189000.0,1
233,0,2013,FLOWERS (FIVE FOOT FLOWERS),93,1928,0,7,1964.0,152.4,152.4,1,4,3,0,21,10000000,15000000,11365000.0,1
234,0,2013,BLUE RIDGE MOUNTAINS TRANSFIXED BY A ROMAN PIAZZA,45,1928,0,8,1962.0,148.6,180.3,0,5,2,0,56,2500000,3500000,1750000.0,0
235,0,2013,UNTITLED,77,1956,1,8,2010.0,332.7,259.1,1,2,1,0,19,3000000,5000000,2517000.0,1
236,0,2013,IDILLI,45,1928,0,8,1976.0,155.5,137.5,1,3,4,2,32,1500000,2000000,2517000.0,1
237,0,2013,HOLY SHIT,30,1979,1,8,2006.0,121.9,91.4,1,2,1,0,1,250000,350000,341000.0,1
238,0,2013,UNTITLED (YELLOW TAR AND FEATHERS),58,1960,0,7,1982.0,245.1,229.2,0,2,3,3,10,15000000,20000000,25925000.0,1
239,0,2013,CAGE,87,1925,0,9,1958.0,48.3,60.7,0,9,3,1,35,800000,1200000,1205000.0,1
240,0,2013,UNTITLED,110,1943,1,3,2009.0,281.3,205.7,0,2,1,0,9,1200000,1800000,1925000.0,1
241,0,2013,BASIS,23,1930,1,8,1998.0,81.3,81.3,1,3,2,0,15,1500000,2000000,2285000.0,1
242,0,2013,"A CORNER PIECE: AUG. 1, 2005. AUG. 2, 2005. AUG. 3, 2005. SEPT. 1, 2005. SEPT. 2, 2005. SEPT. 3, 2005",71,1933,1,2,2005.0,20.3,26.7,0,4,2,0,39,1500000,2000000,2285000.0,1
243,0,2013,THE BEACH,113,1912,0,8,1964.0,190.5,190.5,1,2,4,2,17,2500000,3500000,6549000.0,1
244,0,2013,ON THE CORNER,68,1955,1,2,1999.0,274.3,182.8,1,3,2,0,11,2000000,3000000,2741000.0,1
245,0,2013,UNTITLED #5,113,1912,0,7,1992.0,182.9,182.9,1,4,2,0,58,1500000,2000000,1565000.0,1
246,0,2013,MITHRA,76,1961,1,3,2008.0,182.9,214.0,1,4,1,0,4,600000,800000,2629000.0,1
247,0,2013,LIGHT ON GREEN SEA,54,1913,0,8,1977.0,172.7,307.3,1,2,1,0,45,4000000,6000000,2800000.0,0
248,0,2013,WOMAN,22,1904,0,8,1972.0,100.3,91.4,1,3,1,5,46,3000000,4000000,2100000.0,0
249,0,2013,UNTITLED,77,1956,1,8,2012.0,210.8,170.2,1,2,2,0,3,500000,700000,1325000.0,1
250,0,2013,VENUS,45,1928,0,9,1962.0,70.0,50.0,0,3,2,0,57,350000,450000,317000.0,1
251,0,2013,MECCA,58,1960,0,7,1982.0,177.8,172.4,1,2,1,3,54,4000000,6000000,4477000.0,1
252,0,2013,UNTITLED,45,1928,0,8,1976.0,152.0,133.0,1,3,2,1,18,650000,850000,629000.0,1
253,0,2013,ONE YEAR NO HALLOWEEN,68,1955,1,4,2004.0,294.6,198.1,1,4,1,1,61,1500000,2500000,2105000.0,1
254,0,2013,BLUE SKULL PAINTING,69,1962,1,7,2012.0,199.5,153.0,1,2,1,0,40,900000,1200000,1565000.0,1
255,0,2013,UNTITLED V,22,1904,0,8,1975.0,177.8,203.2,1,3,6,0,30,25000000,35000000,24805000.0,1
256,0,2013,GENESIS - THE BREAK,55,1905,0,8,1946.0,61.0,68.9,1,8,6,7,29,3500000,4500000,3637000.0,1
257,0,2013,CAMOUFLAGE,93,1928,0,7,1986.0,203.2,1016.0,0,2,1,1,55,2500000,3500000,2797000.0,1
258,0,2013,5 DEATHS ON TURQUOISE,93,1928,0,7,1963.0,76.2,76.2,0,2,6,3,34,7000000,10000000,7333000.0,1
259,0,2013,STRETCHER FRAME WITH VERTICAL BARS,15,1923,0,8,1968.0,91.4,172.7,1,10,2,1,37,4000000,6000000,4309000.0,1
260,0,2013,A.B. COURBET,128,1932,1,8,1986.0,300.0,250.0,1,6,3,5,22,15000000,20000000,26485000.0,1
261,0,2013,SEGUSO,45,1928,0,9,1976.0,103.5,133.4,1,5,2,0,23,600000,800000,1061000.0,1
262,0,2013,LIZ #1 (EARLY COLORED LIZ),93,1928,0,7,1963.0,101.6,101.6,1,4,7,5,26,20000000,30000000,20325000.0,1
263,0,2013,THE ATTENDED,36,1938,1,8,1996.0,208.3,144.8,1,2,5,7,12,7000000,10000000,10917000.0,1
264,0,2013,ATLANTIC SIDE,62,1925,0,8,1960.0,221.6,213.9,1,6,4,2,24,5000000,7000000,6885000.0,1
265,0,2013,POEMS TO THE SEA,45,1928,0,8,1959.0,32.0,31.0,0,6,5,8,20,6000000,8000000,21669000.0,1
266,0,2013,BY TWOS,55,1905,0,8,1949.0,168.3,40.6,1,4,8,6,28,18000000,25000000,20605000.0,1
267,0,2013,PUZZLED PORTRAIT,15,1923,0,8,1978.0,182.9,152.4,1,3,1,0,27,8000000,12000000,5600000.0,0
268,0,2013,UNTITLED,7,1910,0,8,1957.0,182.9,144.8,1,4,2,0,48,2500000,3500000,2965000.0,1
269,0,2013,NO ROOM AT THE END,62,1925,0,8,1977.0,280.0,180.0,0,10,4,0,43,2000000,3000000,2517000.0,1
270,0,2013,UNTITLED,45,1928,0,0,1963.0,50.0,70.0,1,4,1,0,53,300000,400000,281000.0,1
271,0,2013,CONCETTO SPAZIALE,26,1899,0,8,1955.0,100.0,50.0,0,3,2,4,49,1200000,1800000,2285000.0,1
272,0,2013,ABSTRAKTES BILD,128,1932,1,8,1988.0,112.0,102.0,1,1,4,1,41,2000000,3000000,2741000.0,1
273,0,2013,UNTITLED,82,1953,0,7,1981.0,200.0,300.0,0,3,5,4,8,6000000,8000000,6437000.0,1
274,0,2013,HOOVERVILLE,5,2001,1,7,2012.0,238.8,304.8,1,1,1,0,2,200000,300000,425000.0,1
275,1,2014,MILLIONAIRE NURSE,49,1949,1,7,2002.0,147.3,91.4,1,8,1,0,32,3000000,4000000,3301000.0,1
276,1,2014,PARIS GREEN I,36,1938,1,8,1973.0,91.4,73.0,1,3,1,0,80,600000,800000,665000.0,1
277,1,2014,UNTITLED,4,1941,0,3,1983.0,224.8,313.7,1,2,1,0,59,2500000,3500000,4197000.0,1
278,1,2014,BLACK AND WHITE PAINTING,111,1912,0,8,1952.0,147.3,45.7,0,2,2,2,45,8000000,12000000,8565000.0,1
279,1,2014,SELF-DESCRIBED TWICE (COBALT BLUE),114,1945,1,5,1966.0,30.2,246.9,0,2,1,0,9,150000,200000,197000.0,1
280,1,2014,BLAU,128,1932,1,8,1988.0,300.0,300.0,1,5,6,1,40,25000000,35000000,28725000.0,1
281,1,2014,UNTITLED,82,1953,0,7,1981.0,300.0,200.0,0,3,5,2,8,3000000,4000000,5541000.0,1
282,1,2014,LATE SEPTEMBER,54,1913,0,8,1961.0,172.7,167.6,1,4,1,0,77,4500000,6500000,4533000.0,1
283,1,2014,COMMISSIONED PAINTING:  A PAINTING BY EDGAR TRANSUE,108,1931,1,7,1969.0,150.5,114.3,0,2,5,3,10,2000000,3000000,2517000.0,1
284,1,2014,"ABSTRACT PAINTING, 1950",118,1913,0,8,1950.0,152.4,97.8,1,7,6,1,78,1000000,1500000,1445000.0,1
285,1,2014,UNTITLED (RED ORANGE BROWN BLACK BUTTERFLY 560),13,1968,1,0,2005.0,149.8,121.9,0,2,1,1,67,800000,1200000,1325000.0,1
286,1,2014,UNTITLED,120,1952,1,5,1985.0,200.0,320.0,0,2,1,0,4,1500000,2000000,4981000.0,1
287,1,2014,UNTITLED,45,1928,0,8,1971.0,70.0,88.0,0,3,1,0,28,2000000,3000000,3077000.0,1
288,1,2014,UNTITLED,133,1904,0,8,1975.0,175.2,200.6,0,5,1,0,27,18000000,25000000,12600000.0,0
289,1,2014,AFRODIZZIA,11,1968,1,7,1996.0,243.8,182.8,1,4,3,5,18,2000000,3000000,1565000.0,1
290,1,2014,UNTITLED,99,1903,0,8,1950.0,83.8,76.2,0,10,1,0,29,8000000,12000000,12205000.0,1
291,1,2014,UNTITLED #93,41,1954,1,4,1981.0,61.7,123.3,1,6,5,7,12,2000000,3000000,3861000.0,1
292,1,2014,PRINTEMPS HIVERNAL,84,1920,0,8,1986.0,195.0,130.0,1,1,1,0,55,4000000,6000000,4421000.0,1
293,1,2014,NO. 10,99,1903,0,8,1948.0,137.2,69.8,0,4,1,1,79,1500000,2000000,1050000.0,0
294,1,2014,FLOWERS HAVE BLOOMED,69,1962,1,7,1999.0,244.0,183.0,1,3,1,0,61,2000000,3000000,1400000.0,0
295,1,2014,LA MARSEILLAISE (ANT 138),20,1928,0,2,1960.0,63.5,51.5,1,3,5,1,26,6000000,8000000,4200000.0,0
296,1,2014,DRIVING ME CRAZY,49,1949,1,7,1988.0,142.2,121.9,1,3,1,0,7,1500000,2000000,2629000.0,1
297,1,2014,LANDSCAPE WITH RED SKY,15,1923,0,8,1985.0,274.3,195.5,1,4,1,0,52,4500000,6500000,6549000.0,1
298,1,2014,UNTITLED,58,1960,0,7,1982.0,153.7,153.7,0,1,1,0,50,3000000,4000000,4197000.0,1
299,1,2014,12 MONA LISAS (REVERSAL SERIES),93,1928,0,7,1980.0,203.2,203.2,1,8,6,0,31,10000000,15000000,11365000.0,1
300,1,2014,NO TITLE (MIMICKED IN ITS...),17,1957,1,7,2001.0,240.0,181.6,0,2,1,0,1,500000,700000,1325000.0,1
301,1,2014,UNTITLED,83,1958,0,7,1985.0,294.6,361.9,1,5,3,1,68,1500000,2000000,3749000.0,1
302,1,2014,CHERCHEZ L'AIGUILLE,62,1925,0,8,1958.0,195.5,175.5,1,5,1,0,48,6000000,8000000,4200000.0,0
303,1,2014,INTERSECTION,7,1910,0,8,1955.0,76.2,96.5,0,5,1,0,49,3000000,4000000,2100000.0,0
304,1,2014,AH...YOUTH,126,1954,0,1,1990.0,61.6,345.4,0,4,6,5,13,700000,900000,1925000.0,1
305,1,2014,UNTITLED (COWBOY),49,1949,1,4,2000.0,121.9,195.0,1,2,2,2,3,1000000,1500000,3077000.0,1
306,1,2014,MONTAUK III,133,1904,0,8,1969.0,184.2,179.2,1,5,7,2,46,10000000,15000000,10245000.0,1
307,1,2014,UNTITLED,45,1928,0,8,1959.0,95.9,138.4,1,10,2,2,36,3500000,4500000,4365000.0,1
308,1,2014,UNTITLED XIII,133,1904,0,8,1983.0,177.8,203.2,1,5,2,3,53,4000000,6000000,4533000.0,1
309,1,2014,UNTITLED,131,1923,0,7,1979.0,305.4,243.8,0,2,1,1,56,800000,1200000,560000.0,0
310,1,2014,ABSTRAKTES BILD,128,1932,1,8,1986.0,100.0,110.0,1,4,2,2,76,1500000,2000000,2517000.0,1
311,1,2014,LADIES AND GENTLEMEN,93,1928,0,7,1976.0,127.0,101.5,1,4,1,0,73,1000000,1500000,1685000.0,1
312,1,2014,TWO GUYS AND A GIRL,134,1989,1,7,2012.0,274.3,213.3,1,2,1,0,15,150000,200000,233000.0,1
313,1,2014,UNTITLED,45,1928,0,7,2006.0,214.9,166.7,0,2,1,0,41,9000000,12000000,10245000.0,1
314,1,2014,ALAMEDA STREET,29,1939,1,8,1982.0,278.0,200.0,0,5,3,1,58,400000,600000,701000.0,1
315,1,2014,OCEAN PARK #20,117,1922,0,8,1969.0,236.2,203.2,1,5,6,2,39,9000000,12000000,10245000.0,1
316,1,2014,UNTITLED,45,1928,0,7,2003.0,100.0,60.0,0,2,1,0,54,600000,800000,965000.0,1
317,1,2014,PORTRAIT OF JEAN-MICHEL AS DAVID,93,1928,0,7,1984.0,228.6,176.5,1,2,1,0,70,2500000,3500000,3189000.0,1
318,1,2014,SELF-PORTRAIT,93,1928,0,7,1966.0,55.9,55.9,1,4,1,0,21,4000000,6000000,4645000.0,1
319,1,2014,UNTITLED,77,1956,1,8,2004.0,238.7,193.7,1,3,2,0,65,1000000,1500000,1445000.0,1
320,1,2014,UNTITLED,35,1972,1,4,2006.0,228.6,134.6,0,2,1,2,64,3500000,4500000,5989000.0,1
321,1,2014,BIG ELECTRIC CHAIR,93,1928,0,7,1967.0,137.2,187.9,0,5,1,1,44,18000000,25000000,20437000.0,1
322,1,2014,SHE GETS ANGRY AT HIM,136,1937,1,5,1974.0,91.4,101.6,0,10,3,1,6,600000,800000,2105000.0,1
323,1,2014,SIX SELF PORTRAITS,93,1928,0,7,1986.0,56.0,56.0,0,2,3,0,23,25000000,35000000,30125000.0,1
324,1,2014,"ALTERNATE DIAGONALS OF MARCH 2, 1964 (TO DON JUDD)",60,1933,0,5,1964.0,227.0,227.0,0,6,6,4,11,1500000,2000000,3077000.0,1
325,1,2014,THE PERIOD,40,1960,1,5,2005.0,20.0,154.0,0,2,1,0,2,300000,400000,629000.0,1
326,1,2014,"UNTITLED (SEPTEMBER 14, 1986)",83,1958,0,7,1986.0,241.3,487.7,1,3,6,2,19,2000000,3000000,4869000.0,1
327,1,2014,MISS FENWICK,37,1962,1,8,1996.0,112.0,81.3,1,2,2,2,33,4000000,6000000,4645000.0,1
328,1,2014,UNTITLED (CHECK PAINTING) #13,49,1949,1,7,2004.0,274.3,396.2,0,2,1,1,69,1000000,2000000,1385000.0,1
329,1,2014,UNTITLED (DANCING DOGS),83,1958,0,7,1981.0,274.3,486.4,1,3,4,0,22,3000000,4000000,4589000.0,1
330,1,2014,UNTITLED,99,1903,0,8,1969.0,132.0,102.1,0,6,1,0,24,6000000,8000000,4200000.0,0
331,1,2014,NO. E,53,1929,1,8,1959.0,72.0,90.0,1,1,1,0,81,800000,1200000,3189000.0,1
332,1,2014,BE BEAUTIFUL,8,1933,1,8,1964.0,137.1,213.9,1,5,7,6,51,3000000,4000000,3301000.0,1
333,0,2014,CONJUNTIS VIRIBUS (WITH UNITED POWER),42,1880,0,8,1963.0,182.9,152.4,1,11,5,6,63,2000000,3000000,1400000.0,0
334,0,2014,UNTITLED #88,41,1954,1,4,1981.0,61.0,122.0,1,5,5,6,50,800000,1200000,1145000.0,1
335,0,2014,LÉGION ÉTRANGÈRE,100,1901,0,2,1971.0,217.2,436.9,0,4,4,1,34,3000000,4000000,4309000.0,1
336,0,2014,FILZSCHLEIFE,4,1941,0,8,1986.0,199.4,189.2,0,2,1,0,74,2500000,3500000,2285000.0,1
337,0,2014,UNTITLED,58,1960,0,7,1983.0,76.2,56.5,1,4,1,0,45,3000000,4000000,3917000.0,1
338,0,2014,"FROM LINE, NO. 760219",137,1936,1,2,1976.0,161.9,130.2,1,2,1,0,61,800000,1200000,2165000.0,1
339,0,2014,ROUND TRIP I,87,1925,0,4,1963.0,74.9,101.6,1,4,4,0,39,2500000,3500000,2517000.0,1
340,0,2014,FLAG,24,1930,1,2,1983.0,29.5,44.4,1,1,7,0,9,15000000,20000000,36005000.0,1
341,0,2014,ABSTRAKTES BILD,128,1932,1,8,1991.0,200.0,200.0,1,2,3,3,8,15000000,20000000,21445000.0,1
342,0,2014,GATE,23,1930,1,8,1995.0,106.7,106.7,1,1,7,0,53,6000000,8000000,6213000.0,1
343,0,2014,UNTITLED (TO MR. AND MRS. GIUSEPPE AGRATI),60,1933,0,4,1964.0,243.8,25.4,0,5,2,3,40,800000,1200000,845000.0,1
344,0,2014,LANDSCAPE,122,1949,1,8,1994.0,182.2,367.0,1,2,2,2,55,3000000,4000000,3749000.0,1
345,0,2014,BANTAM,87,1925,0,4,1955.0,29.2,36.8,1,5,1,2,59,3000000,4000000,4477000.0,1
346,0,2014,UNTITLED,68,1955,1,6,1996.0,228.6,152.4,1,4,2,0,54,3750000,4500000,4085000.0,1
347,0,2014,JUDY GARLAND (MULTICOLOR),93,1928,0,7,1978.0,101.6,101.6,0,1,1,0,70,1000000,1500000,1205000.0,1
348,0,2014,UNTITLED (GREY WHITE AND YELLOW LINED OVER BLUE GREEN FACE 809),13,1968,1,8,2009.0,256.5,182.9,1,2,2,0,2,4000000,6000000,4645000.0,1
349,0,2014,PATH THROUGH THE FOREST,15,1923,0,2,1984.0,101.6,127.0,1,7,2,0,76,2000000,3000000,3077000.0,1
350,0,2014,BLACK PANEL I,94,1923,1,8,1985.0,213.4,241.3,1,3,2,0,30,2000000,3000000,3693000.0,1
351,0,2014,PRIMAL SWISH,129,1955,1,8,2008.0,274.3,213.4,0,2,2,0,65,1500000,2000000,2105000.0,1
352,0,2014,PERSONNAGE,52,1898,0,8,1946.0,121.9,114.3,1,3,4,0,67,800000,1200000,1865000.0,1
353,0,2014,PEINTURE 3 MARS 1970,48,1919,1,8,1970.0,202.0,159.0,1,5,1,1,15,500000,700000,653000.0,1
354,0,2014,CREMASTER SUITE,79,1967,1,4,1994.0,112.0,86.0,1,2,1,0,49,250000,350000,377000.0,1
355,0,2014,COMPOSITION,131,1923,0,8,1957.0,130.8,64.3,0,5,2,3,62,2000000,3000000,1400000.0,0
356,0,2014,SELF-PORTRAIT,93,1928,0,7,1966.0,55.8,55.8,1,6,1,0,7,3000000,4000000,3245000.0,1
357,0,2014,CITÉ FANTOCHE,100,1901,0,8,1963.0,164.5,219.4,1,7,4,5,21,4000000,6000000,7445000.0,1
358,0,2014,ANOTHER OPINION,49,1949,1,7,1989.0,190.5,147.3,1,3,4,0,43,5000000,7000000,4645000.0,1
359,0,2014,"NOV. 30, 1985",71,1933,0,2,1985.0,46.0,61.0,0,6,1,0,32,700000,900000,1445000.0,1
360,0,2014,SÃO SCHLUMBERGER,93,1928,0,7,1974.0,102.2,102.2,0,2,2,3,25,2000000,3000000,1400000.0,0
361,0,2014,JACKIE,93,1928,0,7,1964.0,50.8,40.6,1,2,1,0,44,1500000,2000000,1685000.0,1
362,0,2014,UNTITLED (TO FRANK STELLA),60,1933,0,4,1966.0,61.0,183.0,0,6,3,5,24,300000,400000,210000.0,0
363,0,2014,UNTITLED (MONUMENT FOR V. TATLIN),60,1933,0,5,1967.0,243.8,50.8,0,3,6,6,71,600000,800000,545000.0,1
364,0,2014,FIGURE 6,24,1930,1,2,1964.0,24.8,19.0,1,4,1,0,57,2000000,3000000,2405000.0,1
365,0,2014,LAMBDA II,127,1912,0,2,1960.0,261.0,360.7,1,3,5,3,16,1000000,1500000,1325000.0,1
366,0,2014,LAST YEAR HALLOWEEN FELL ON A WEEKEND,68,1955,1,4,2004.0,264.2,198.1,1,5,5,0,3,6500000,7500000,8005000.0,1
367,0,2014,UNTITLED II,133,1904,0,8,1986.0,223.5,195.6,1,6,2,6,12,6000000,8000000,6661000.0,1
368,0,2014,UNTITLED,35,1972,1,4,2010.0,213.4,175.3,0,2,1,0,72,4000000,6000000,4085000.0,1
369,0,2014,CHAIRMAN MAO WITH US,132,1964,1,8,2005.0,145.4,219.7,1,3,3,0,77,1500000,2000000,1685000.0,1
370,0,2014,BRIGITTE BARDOT,93,1928,0,7,1974.0,120.6,120.0,1,2,5,2,41,10000000,15000000,11645000.0,1
371,0,2014,UNTITLED,83,1958,0,7,1988.0,274.3,362.6,1,2,1,0,68,2500000,3500000,3077000.0,1
372,0,2014,WARM BROAD GLOW,40,1960,1,5,2005.0,99.0,487.7,0,2,2,1,48,400000,600000,935000.0,1
373,0,2014,PORTRAIT OF JOHANN WOLFGANG GOETHE,93,1928,0,7,1981.0,200.0,210.0,1,5,4,1,75,3000000,4000000,2100000.0,0
374,0,2014,HIGHWAY TEMPLE,8,1933,1,8,1979.0,91.4,213.4,1,9,2,1,64,600000,800000,605000.0,1
375,0,2014,UNTITLED (I WAS SOMEBODY),40,1960,1,8,1990.0,203.2,76.2,1,2,2,0,1,1000000,1500000,3973000.0,1
376,0,2014,LITTLE ELECTRIC CHAIR,93,1928,0,4,1965.0,55.9,71.1,1,5,2,3,37,7500000,9500000,5250000.0,0
