,dummy_spring,sale_year,title,artist,artist_birth_year 1,artist_alive,Medium,execution_year,height,width,dummy_signed,num_owners,num_exhibits,num_lit,lot_number,house_estimate_lower,house_estimate_upper,sale_price,sold
567,0,2016,BRIEF,23,1930,1,8,1997.0,76.2,76.2,1,1,4,1,5,2500000,3500000,3612500.0,1
568,0,2016,"A B, ST. JAMES",128,1932,1,8,1988.0,200.0,260.0,1,2,2,6,6,20000000,30000000,22737500.0,1
569,1,2017,"BUILDING, PERSHING SQUARE, LOS ANGELES",124,1937,1,7,1964.0,147.3,147.3,1,6,4,7,21,6000000,8000000,7887500.0,1
570,1,2017,CAMOUFLAGE,93,1928,0,7,1986.0,203.2,1016.0,0,5,2,0,35,4000000,6000000,2800000.0,0
571,1,2017,BLACK STILL LIFE,63,1977,1,7,2012.0,222.9,208.3,1,2,1,0,1,250000,350000,1152500.0,1
572,1,2017,THE SECOND PRESENTATION ROOM,119,1977,1,8,2011.0,200.0,229.9,1,2,1,0,33,1000000,1500000,2172500.0,1
573,1,2017,WOMAN WITH NECK RIBBON,15,1923,0,8,1978.0,152.7,127.0,1,7,1,2,23,3000000,4000000,5187500.0,1
574,1,2017,"COSMO, SELMA, VINE",66,1937,1,7,2000.0,177.8,350.5,1,2,1,2,22,1800000,2500000,1452500.0,1
575,1,2017,GAUGUIN'S CHAIR,124,1937,1,7,1988.0,121.9,91.4,1,6,5,3,15,2500000,3500000,3837500.0,1
576,1,2017,GRAT (5),128,1932,1,8,1989.0,62.2,81.9,1,7,3,2,38,2000000,3000000,2892500.0,1
577,1,2017,UNTITLED (RELIEF NO. 19/46),38,1930,0,5,1964.0,81.0,61.0,1,1,2,0,48,1000000,1500000,1572500.0,1
578,1,2017,IN THE WINGS,58,1960,0,7,1986.0,149.9,99.7,1,1,5,3,31,5000000,7000000,5975000.0,1
579,1,2017,GESTICULEUR,100,1901,0,8,1946.0,73.0,60.0,1,8,2,2,17,1500000,2000000,5412500.0,1
580,1,2017,UNTITLED (FACE 41.05),13,1968,1,8,2010.0,127.0,100.7,1,3,1,0,4,6000000,8000000,6987500.0,1
581,1,2017,UNTITLED,83,1958,0,7,1982.0,308.6,301.6,0,4,7,1,26,4000000,6000000,6537500.0,1
582,1,2017,UNTITLED (DECADE),71,1933,0,2,1999.0,20.3,25.4,1,4,1,1,12,2000000,3000000,4175000.0,1
583,1,2017,LE BATEAU II,100,1901,0,8,1964.0,145.7,114.0,1,7,2,1,45,1800000,2500000,2172500.0,1
584,1,2017,UNTITLED,62,1925,0,8,1992.0,129.5,194.0,1,4,1,0,39,1800000,2500000,2052500.0,1
585,1,2017,M.D.4 (MARIALE),39,1922,0,8,1962.0,235.5,207.0,1,1,5,5,49,2000000,3000000,3252500.0,1
586,1,2017,NO ROOM AT THE END,62,1925,0,8,1977.0,279.4,360.0,0,13,5,0,36,3500000,5000000,2450000.0,0
587,1,2017,LAKE MICHIGAN,53,1929,1,8,1960.0,64.8,80.0,1,1,3,0,2,2000000,3000000,5300000.0,1
588,1,2017,CINEMA DE PEPSI SKETCH I,12,1936,1,2,1966.0,175.3,175.3,1,5,1,0,42,3500000,4500000,4512500.0,1
589,1,2017,LOVE,95,1928,1,8,1969.0,61.0,61.0,0,1,3,0,25,500000,700000,2052500.0,1
590,1,2017,SILEX SCINTILLANS,45,1928,0,8,1981.0,99.7,70.5,1,9,5,5,6,5000000,7000000,8337500.0,1
591,1,2017,ÉCRITURE NO. 45-75,81,1931,1,8,1975.0,129.9,161.9,1,2,4,0,41,800000,1200000,1212500.0,1
592,1,2017,SMOKER #21,3,1931,0,8,1975.0,189.2,171.5,1,4,1,0,28,2000000,3000000,2532500.0,1
593,1,2017,UNTITLED (5.4.86),128,1932,1,8,1986.0,124.5,97.5,1,2,1,0,44,700000,1000000,2172500.0,1
594,1,2017,SCHLAPP,68,1955,1,2,2004.0,228.6,152.4,1,2,1,0,29,2000000,3000000,1932500.0,1
595,1,2017,ARUNDEL CASTLE (SMALL VERSION),12,1936,1,2,1959.0,45.1,30.5,0,1,1,1,3,1800000,2500000,3372500.0,1
596,1,2017,UNTITLED (COWBOY),49,1949,1,1,2001.0,127.0,185.4,1,5,1,0,32,1400000,1800000,1812500.0,1
597,1,2017,SANTO 4,58,1960,0,7,1982.0,91.4,91.4,1,2,1,0,34,1800000,2500000,4062500.0,1
598,1,2017,ABSTRAKTES BILD,128,1932,1,8,1991.0,200.0,160.0,1,3,1,2,14,12000000,18000000,15425000.0,1
599,1,2017,UNTITLED,4,1941,0,3,2003.0,122.6,142.6,0,2,1,0,51,1000000,1500000,972500.0,1
600,1,2017,UNTITLED (TOBACCO),58,1960,0,8,1984.0,57.0,77.0,0,1,4,3,9,600000,800000,1212500.0,1
601,1,2017,FREISCHWIMMER 123,25,1968,1,4,2004.0,181.0,240.0,1,3,1,0,13,200000,300000,660500.0,1
602,1,2017,ROT/GELB,88,1943,0,2,1968.0,200.3,70.2,1,5,6,1,43,1500000,2000000,4512500.0,1
603,1,2017,"CONCETTO SPAZIALE, ATTESE",26,1899,0,2,1965.0,73.0,60.3,1,1,5,3,46,2000000,3000000,3132500.0,1
604,1,2017,THREAD,51,1983,1,7,2012.0,132.1,132.1,1,3,3,0,10,600000,800000,1032500.0,1
605,1,2017,UNTITLED #13,113,1912,0,7,1980.0,182.9,182.9,1,7,8,1,7,5000000,7000000,8112500.0,1
606,1,2017,CIGAR,54,1913,0,8,1969.0,132.1,152.7,1,5,3,1,11,4000000,6000000,6537500.0,1
607,1,2017,HAMMER AND SICKLE,93,1928,0,7,1976.0,182.2,218.8,1,1,7,4,27,6000000,8000000,5525000.0,1
608,1,2017,ANTAR,58,1960,0,7,1985.0,200.0,280.0,1,2,2,4,37,3000000,4000000,3552500.0,1
609,0,2017,THE GREAT AMERICAN LOVE (LOVE WALL),95,1928,1,8,1972.0,182.9,182.9,0,1,5,5,54,3500000,5000000,3555000.0,1
610,0,2017,UNTITLED,55,1905,0,9,1945.0,55.9,38.7,0,3,3,7,11,800000,1200000,735000.0,1
611,0,2017,UNTITLED,110,1943,1,4,1975.0,101.6,76.2,1,3,1,0,65,350000,450000,1635000.0,1
612,0,2017,FLAG,24,1930,1,4,1972.0,43.2,59.1,1,1,3,1,2,1000000,1500000,1815000.0,1
613,0,2017,UNTITLED (EUCLIDIAN ABYSS I),55,1905,0,0,1946.0,26.0,20.0,0,3,1,4,21,500000,700000,495000.0,1
614,0,2017,CAMPBELL'S SOUP CAN,93,1928,0,2,1961.0,50.8,40.6,0,1,2,1,66,1500000,2000000,1815000.0,1
615,0,2017,MAGDALENA (UNDERWEAR AND BEDTIME STORIES),80,1953,1,8,1995.0,200.3,100.3,1,2,3,5,27,3000000,4000000,3615000.0,1
616,0,2017,"BREAKFAST AT MALIBU, WEDNESDAY",124,1937,1,8,1989.0,61.0,91.4,1,3,2,1,38,1200000,1800000,4687550.0,1
617,0,2017,UNTITLED (SEATED WOMAN),117,1922,0,8,1956.0,81.3,72.1,0,4,1,1,67,1000000,1500000,1035000.0,1
618,0,2017,PURPLE PANEL WITH BLUE CURVE,94,1923,0,8,1989.0,193.0,289.6,1,2,3,7,42,3000000,5000000,3953700.0,1
619,0,2017,THE PAINTER'S MOTHER,21,1922,0,0,1983.0,33.7,24.1,0,1,3,0,20,350000,450000,471000.0,1
620,0,2017,MAO,93,1928,0,7,1972.0,208.3,152.4,1,4,3,2,45,30000000,40000000,32404500.0,1
621,0,2017,UNTITLED #12,113,1912,0,7,1996.0,152.7,152.7,1,2,1,2,57,3000000,4000000,2775000.0,1
622,0,2017,SHADES OF MEANING,66,1937,1,0,1973.0,29.2,74.0,1,5,2,2,9,300000,400000,591000.0,1
623,0,2017,RUE SAINT-LAZARE (LA GRATOUILLE),100,1901,0,0,1962.0,49.8,67.3,1,4,2,0,36,1000000,1500000,3375000.0,1
624,0,2017,UNTITLED,123,1970,1,7,2012.0,275.0,214.0,1,2,1,1,25,200000,300000,1755000.0,1
625,0,2017,USUYUKI,24,1930,1,9,1995.0,74.3,118.1,1,1,2,0,4,2500000,3500000,4179500.0,1
626,0,2017,DRAWING FOR 'INTERIOR WITH SWIMMING POOL PAINTING',15,1923,0,0,1993.0,15.2,12.7,1,4,1,1,24,300000,400000,435000.0,1
627,0,2017,STUDY FOR 'FALL',24,1930,1,9,1986.0,44.1,54.0,1,1,4,3,17,600000,800000,855000.0,1
628,0,2017,UNTITLED,24,1930,1,9,1988.0,56.8,78.4,1,1,2,3,16,800000,1200000,975000.0,1
629,0,2017,UNTITLED,133,1904,0,5,1949.0,36.8,42.9,1,2,1,0,14,600000,800000,615000.0,1
630,0,2017,UNTITLED #5,113,1912,0,7,1981.0,182.9,182.9,1,5,3,1,35,6000000,8000000,4200000.0,0
631,0,2017,FEMALE HEAD,15,1923,0,8,1997.0,152.4,127.0,1,2,5,1,29,10000000,15000000,24501500.0,1
632,0,2017,UNTITLED,24,1930,1,9,1990.0,76.5,56.2,1,1,3,5,23,500000,700000,615000.0,1
633,0,2017,THE HOURS BEHIND YOU,33,1977,1,8,2011.0,230.5,250.8,0,2,1,0,26,250000,350000,1575000.0,1
634,0,2017,STE. HILAIRE,62,1925,0,8,1957.0,160.3,226.4,1,5,2,0,43,6000000,8000000,6663300.0,1
635,0,2017,NUMBERS,24,1930,1,4,2006.0,97.5,82.2,1,1,2,1,12,2500000,3500000,4179500.0,1
636,0,2017,FAIR,75,1924,1,8,1960.0,142.6,142.2,1,2,1,0,58,1500000,2000000,3135000.0,1
637,0,2017,UNTITLED,111,1912,0,4,1951.0,62.2,86.4,1,5,4,3,6,3000000,4000000,4179500.0,1
638,0,2017,MERIDIAN,23,1930,1,2,1971.0,152.4,152.4,1,1,8,3,59,4000000,6000000,2800000.0,0
639,0,2017,FLASH IN NAPLES,58,1960,0,7,1983.0,168.0,153.4,1,1,3,4,52,7000000,10000000,8131000.0,1
640,0,2017,"A B, TOWER",128,1932,1,8,1987.0,140.0,99.7,1,2,1,3,62,3000000,4000000,3840800.0,1
641,0,2017,LIGHT LEAKS,66,1937,1,7,1993.0,101.6,182.9,1,2,2,0,30,1500000,2000000,3953700.0,1
642,0,2017,CABRA,58,1960,0,7,1982.0,153.0,153.0,1,2,3,6,32,9000000,12000000,10953500.0,1
643,0,2017,DOLLAR SIGN,93,1928,0,7,1981.0,228.6,177.8,1,8,8,0,53,5000000,7000000,5873000.0,1
644,0,2017,UNTITLED,99,1903,0,7,1968.0,70.5,54.6,0,1,7,2,8,5000000,7000000,6437500.0,1
645,0,2017,UNTITLED,54,1913,0,8,1973.0,121.9,152.4,0,1,5,0,68,1800000,2500000,3315000.0,1
646,0,2017,THREE STUDIES OF GEORGE DYER,74,1909,0,8,1966.0,35.6,30.5,0,4,1,4,40,35000000,45000000,38614000.0,1
647,0,2017,HYDRA DIPTYCH,36,1938,1,4,1991.0,35.6,42.5,1,2,1,1,3,800000,1000000,1035000.0,1
648,0,2017,MADONNA I,86,1955,1,4,2001.0,282.9,207.0,1,2,3,0,69,800000,1200000,1035000.0,1
649,0,2017,BARBE DES SAGES DE L'ASIE,100,1901,0,4,1959.0,51.1,33.7,1,4,2,2,15,300000,400000,825000.0,1
650,0,2017,SCULTURA DI CHAMBERLAIN,125,1933,1,0,1965.0,120.0,100.0,1,1,4,4,50,800000,1200000,915000.0,1
651,0,2017,BRAVE MAN'S PORCH,66,1937,1,7,1996.0,208.3,127.0,1,2,1,3,56,4000000,6000000,6550400.0,1
652,0,2017,UNTITLED (AFTER SAM),77,1956,1,8,2005.0,38.1,52.1,1,2,1,0,28,1800000,2500000,2895000.0,1
653,0,2017,"DEIN GOLDENES HAAR, MARGARETHE",46,1945,1,9,1980.0,50.2,64.1,0,5,1,0,18,300000,400000,435000.0,1
654,0,2017,THE LAST SUPPER,93,1928,0,7,1986.0,101.9,101.9,0,4,1,0,31,4000000,6000000,4631100.0,1
655,0,2017,UNTITLED,24,1930,1,4,1980.0,43.2,63.2,1,1,2,2,7,800000,1200000,1695000.0,1
656,0,2017,"CONCETTO SPAZIALE, ATTESA",26,1899,0,8,1964.0,73.0,60.3,1,5,3,4,49,2000000,3000000,2415000.0,1
657,0,2017,AFRICAN AMERICAN FLAG,110,1943,1,5,1990.0,242.6,154.3,1,2,3,2,33,1500000,2000000,2175000.0,1
658,0,2017,'THE WHITE TREE' (STUDY),15,1923,0,0,1979.0,29.2,57.2,1,3,3,1,13,450000,650000,975000.0,1
659,0,2017,MAISON FONDÉE,100,1901,0,8,1961.0,116.2,89.0,1,8,3,2,37,12000000,18000000,8400000.0,0
660,0,2017,FREISCHWIMMER 106,25,1968,1,4,2004.0,181.0,238.1,0,2,1,0,70,150000,200000,399000.0,1
661,0,2017,BOUCHE EN CROISSANT (OU RIEUSE À BOUCHE EN CROISSANT DE LUNE),100,1901,0,8,1946.0,64.5,54.3,1,7,4,6,47,1200000,1800000,3075000.0,1
662,0,2017,VESUV,128,1932,1,8,1976.0,76.8,109.9,1,5,3,6,44,4000000,6000000,4969800.0,1
663,0,2017,BOY ON THE STAIRS,21,1922,0,0,1948.0,22.9,14.0,0,1,4,2,1,600000,800000,1455000.0,1
664,0,2017,PORTRAIT OF A WOMAN,21,1922,0,2,1990.0,61.3,47.9,0,3,1,0,19,900000,1200000,1155000.0,1
665,0,2017,UNTITLED (ROMAN NOTE),45,1928,0,8,1970.0,70.2,87.3,0,4,2,1,5,1200000,1800000,2835000.0,1
666,0,2017,THE VISIT,54,1913,0,8,1955.0,173.7,149.2,1,1,4,6,39,6000000,8000000,8356800.0,1
667,0,2017,BLACK LANDSCAPE POT WITH KIWI PLANT,63,1977,1,7,2014.0,343.2,236.2,1,2,1,0,72,300000,400000,795000.0,1
668,0,2017,A DRAGON KISS ALWAYS ENDS IN ASHES,27,1972,1,4,2007.0,135.3,257.5,1,2,2,1,71,150000,200000,287500.0,1
669,0,2017,UNTITLED,55,1905,0,4,1946.0,60.3,44.8,1,3,3,4,10,1800000,2200000,2295000.0,1
670,0,2017,UNTITLED,133,1904,0,0,1949.0,52.4,45.7,1,1,1,0,22,600000,800000,735000.0,1
671,1,2018,ABSTRAKTES BILD,128,1932,1,8,1977.0,225.7,200.0,1,7,5,5,37,4000000,6000000,4856900.0,1
672,1,2018,AGADIR I,12,1936,1,2,1964.0,195.6,195.6,1,3,2,2,20,2000000,3000000,3495000.0,1
673,1,2018,STUDY FOR THE BETROTHAL,116,1904,0,0,1947.0,126.4,102.0,0,1,9,3,42,1500000,2000000,1695000.0,1
674,1,2018,CAMPBELL'S SOUP CAN AND CAN OPENER,93,1928,0,0,1962.0,60.3,45.7,1,4,1,0,12,1000000,1500000,1215000.0,1
675,1,2018,TRIAD,111,1912,0,8,1948.0,52.4,65.7,1,10,6,6,36,1500000,2000000,2055000.0,1
676,1,2018,OXIDATION PAINTING,93,1928,0,7,1978.0,193.0,132.1,0,1,3,4,22,2500000,3500000,3375000.0,1
677,1,2018,MATERNITY,110,1943,1,5,1994.0,104.1,41.9,1,1,4,1,26,1400000,1800000,975000.0,1
678,1,2018,UNTITLED #3,113,1912,0,7,1989.0,182.9,182.9,1,3,1,0,32,2500000,3500000,3840800.0,1
679,1,2018,DANCERS ON A PLANE,24,1930,1,8,1980.0,75.9,60.3,0,4,2,4,28,6000000,8000000,8695500.0,1
680,1,2018,UNTITLED,68,1955,1,6,1992.0,109.2,76.2,1,5,1,0,10,7000000,10000000,7905200.0,1
681,1,2018,BLACK STILL LIFE WITH YELLOW ORCHID,63,1977,1,7,2013.0,156.2,127.0,1,2,1,0,44,500000,700000,2055000.0,1
682,1,2018,GREEN CROSS,7,1910,0,8,1956.0,177.2,269.2,0,4,5,2,15,6500000,7500000,5195600.0,1
683,1,2018,STARS,113,1912,0,4,1963.0,30.5,30.5,1,5,2,1,19,600000,800000,1695000.0,1
684,1,2018,VISIBLE GIANT,76,1961,1,3,2014.0,214.0,275.0,1,2,1,0,27,4000000,6000000,4631100.0,1
685,1,2018,AN ASSISTANCE OF AMBER,33,1977,1,8,2017.0,130.2,200.0,1,1,1,0,3,100000,150000,555000.0,1
686,1,2018,TWO DOLLAR BILLS (BACK) (40 TWO DOLLAR BILLS IN GREEN),93,1928,0,4,1962.0,210.8,48.3,1,8,5,6,49,2500000,3500000,3015000.0,1
687,1,2018,BUSH BABIES,51,1983,1,7,2017.0,182.9,152.4,0,1,1,0,5,600000,800000,3375000.0,1
688,1,2018,CONJURED PARTS (DRESDEN),2,1970,1,7,2017.0,213.4,243.8,0,1,1,0,2,1000000,1500000,3375000.0,1
689,1,2018,"NUMBER 32, 1949",111,1912,0,8,1949.0,78.7,57.1,1,6,5,2,14,30000000,40000000,34098000.0,1
690,1,2018,SOURCE OF THE LOUE,122,1949,1,8,1988.0,165.1,205.7,1,4,2,1,39,2500000,3500000,7453600.0,1
691,1,2018,STRANGER #86,40,1960,1,8,2016.0,243.8,182.9,1,1,1,0,4,1000000,1500000,2295000.0,1
692,1,2018,PACIFIC COAST HIGHWAY AND SANTA MONICA,124,1937,1,8,1990.0,198.1,304.8,1,5,3,5,21,20000000,30000000,28453000.0,1
693,1,2018,BURST II,96,1903,0,7,1972.0,228.6,152.4,0,8,1,2,46,1200000,1800000,1995000.0,1
694,1,2018,DAY OF THE IDOL,85,1957,1,7,2011.0,172.7,167.6,1,2,1,0,25,1500000,2000000,2775000.0,1
695,1,2018,BLUE PANEL,94,1923,0,8,1986.0,252.7,238.8,1,4,3,1,33,3500000,4500000,5131400.0,1
696,1,2018,PAST TIMES,56,1955,1,7,1997.0,275.0,398.8,1,2,2,2,5,8000000,12000000,21114500.0,1
697,1,2018,PISCINE DE MEDIANOCHE (PAPER POOL 30),124,1937,1,0,1978.0,182.9,217.2,1,4,1,0,11,5000000,7000000,11743800.0,1
698,1,2018,ABSTRAKTES BILD,128,1932,1,8,1991.0,200.0,200.0,1,2,2,7,16,15000000,20000000,16563000.0,1
699,1,2018,UNTITLED,77,1956,1,8,2011.0,241.3,193.0,1,2,1,0,45,1500000,2000000,1815000.0,1
700,1,2018,BRENDA P,89,1945,0,7,1974.0,182.9,127.0,1,3,2,0,8,700000,1000000,2175000.0,1
701,1,2018,OCEAN PARK #55,117,1922,0,8,1972.0,198.1,198.4,1,4,1,3,18,7000000,10000000,10953500.0,1
702,1,2018,SUDDENLY LAST SUMMER,105,1969,1,8,1999.0,254.0,280.0,1,6,3,5,43,1800000,2500000,6776200.0,1
703,1,2018,"CONCETTO SPAZIALE, ATTESA",26,1899,0,2,1967.0,92.1,73.3,1,7,1,4,34,3000000,4000000,2100000.0,0
704,1,2018,VIBRACIÓN BLANCA,130,1923,1,5,1959.0,100.0,100.0,1,3,1,0,48,600000,800000,1035000.0,1
705,1,2018,"FELLOW TRAVELERS, FLAMING CREATURES",34,1987,1,7,2013.0,218.4,335.3,0,3,1,1,6,80000,120000,735000.0,1
706,1,2018,UNTITLED (BOLEGO),77,1956,1,8,2006.0,38.1,52.1,1,2,1,3,9,1800000,2500000,4518200.0,1
707,1,2018,MONTHS AND MOONS,70,1922,0,8,1950.0,139.7,180.8,1,4,4,3,41,400000,600000,435000.0,1
708,1,2018,"SPEAK, BIRDMAN",76,1961,1,3,2018.0,151.1,179.1,1,1,1,0,1,2000000,3000000,6776200.0,1
709,1,2018,GALAXY,55,1905,0,8,1949.0,61.3,51.1,1,6,5,7,35,9000000,12000000,9963200.0,1
710,0,2018,CALLA LILIES ON RED,65,1887,0,8,1928.0,81.6,43.5,1,6,6,6,15,8000000,12000000,6169800.0,1
711,0,2018,UNTITLED,77,1956,1,8,2012.0,242.0,193.0,1,2,1,1,53,1200000,1800000,1395000.0,1
712,0,2018,LES IMPLICATIONS QUOTIDIENNES,100,1901,0,7,1976.0,182.9,165.1,1,5,1,1,50,2000000,3000000,2415000.0,1
713,0,2018,SELF-PORTRAIT (CIGARETTE),44,1927,1,8,1957.0,91.4,61.0,0,4,4,4,46,500000,700000,855000.0,1
714,0,2018,TRINKER AM TISCH (DRINKER AT TABLE),32,1938,1,8,1983.0,250.2,200.0,1,4,4,4,38,3000000,5000000,5040800.0,1
715,0,2018,UNTITLED,58,1960,0,7,1988.0,107.0,91.4,0,4,0,0,19,2000000,4000000,3435000.0,1
716,0,2018,SCHWEFEL (SULPHUR),128,1932,1,8,1985.0,200.3,300.5,1,5,2,2,37,12000000,18000000,12492200.0,1
717,0,2018,MASQUE,58,1960,0,7,1981.0,143.5,128.3,1,6,3,3,49,3000000,4000000,4635000.0,1
718,0,2018,DIAGONAL,72,1945,1,7,1975.0,116.8,152.7,0,7,2,2,52,1200000,1800000,840000.0,0
719,0,2018,DEUX FIGURES DANS UN PAYSAGE,100,1901,0,8,1949.0,89.2,116.2,1,15,5,5,40,1500000,2000000,1815000.0,1
720,0,2018,UNTITLED X,133,1904,0,8,1977.0,150.5,139.7,1,4,6,6,42,7000000,10000000,8314900.0,1
721,0,2018,DISAPPEAR LIKE A DOPE FIEND,76,1961,1,3,2006.0,120.3,155.6,1,2,1,1,6,1800000,2500000,3855000.0,1
722,0,2018,UNTITLED,45,1928,0,8,1970.0,70.5,87.3,1,7,2,2,14,2500000,3500000,2895000.0,1
723,0,2018,FLAGS,24,1930,1,9,1965.0,76.5,56.2,1,1,4,4,10,4500000,6500000,5492400.0,1
724,0,2018,UNTITLED,23,1930,1,8,1961.0,41.9,41.9,1,1,3,3,11,1800000,2500000,3975000.0,1
725,0,2018,UNTITLED #7,113,1912,0,7,2002.0,152.4,152.4,1,4,1,1,51,1500000,2000000,1815000.0,1
726,0,2018,CONCETTO SPAZIALE,26,1899,0,8,1964.0,73.0,60.3,1,9,4,4,12,1500000,2000000,3915000.0,1
727,0,2018,LOVE,95,1928,0,8,1967.0,183.2,183.2,0,1,8,8,28,3000000,5000000,3495000.0,1
728,0,2018,DER JÄGER (THE HUNTER),32,1938,1,8,1966.0,180.3,130.2,1,3,4,4,41,1800000,2500000,3615000.0,1
729,0,2018,FEET DON'T FAIL ME NOW,68,1955,1,6,1995.0,274.3,182.9,1,2,4,4,5,8000000,12000000,8879400.0,1
730,0,2018,FLAG,24,1930,1,7,1994.0,32.4,50.2,1,2,3,3,32,12000000,18000000,13056700.0,1
731,0,2018,A STREET,65,1887,0,8,1926.0,122.6,76.2,0,10,5,5,34,12000000,18000000,13282500.0,1
732,0,2018,MONTCALM INTERIOR WITH 2 DOGS,124,1937,1,8,1988.0,182.9,152.4,0,2,2,2,17,9000000,12000000,12718000.0,1
733,0,2018,LIKE NEW,15,1923,0,8,1962.0,93.7,146.1,1,2,4,4,16,6000000,8000000,5944000.0,1
734,0,2018,FLUTTER,75,1924,0,7,1960.0,171.5,170.2,1,6,5,5,26,2000000,3000000,1400000.0,0
735,0,2018,UNTITLED,99,1903,0,7,1969.0,199.4,148.6,0,1,3,3,33,5000000,7000000,6056900.0,1
736,0,2018,FUCKEM,68,1955,1,6,1992.0,132.1,91.4,1,3,1,1,4,6000000,8000000,7348500.0,1
737,0,2018,UNTITLED ANTHROPOMETRY (ANT 163),20,1928,0,0,1960.0,87.3,45.4,1,2,5,5,44,2000000,3000000,1935000.0,1
738,0,2018,UNTITLED,58,1960,0,8,1982.0,40.6,34.3,0,4,1,1,7,1500000,2000000,4455000.0,1
739,0,2018,UNTITLED,45,1928,0,8,1964.0,168.9,200.7,1,6,7,7,31,6000000,8000000,8653600.0,1
740,0,2018,SISTER CITIES - FOR TOKYO,83,1958,0,7,1985.0,236.9,297.8,1,1,6,6,23,4000000,6000000,4455000.0,1
741,0,2018,SHADOW,93,1928,0,7,1979.0,193.0,137.8,0,3,0,0,48,1200000,1800000,1425000.0,1
742,0,2018,UNTITLED,99,1903,0,8,1947.0,138.4,92.1,1,6,1,1,43,1800000,2500000,3135000.0,1
743,0,2018,I'LL PUT A SPELL ON YOU,1,1958,1,7,2004.0,137.2,195.6,0,3,2,2,3,150000,200000,975000.0,1
744,0,2018,UNTITLED (COWBOY),49,1949,1,4,2013.0,209.2,178.1,0,2,0,0,47,1200000,1800000,1695000.0,1
745,0,2018,ANCIENT MENTOR I,61,1939,0,7,1985.0,169.5,169.5,1,2,1,1,36,800000,1200000,2235000.0,1
746,0,2018,UNTITLED,58,1960,0,8,1982.0,51.1,41.0,1,1,10,10,22,1500000,2000000,2535000.0,1
747,0,2018,"THAT WAS THEN, THIS IS NOW",136,1937,1,7,1989.0,81.9,117.5,1,4,3,3,1,1500000,2000000,5774650.0,1
748,0,2018,FOND ROUGE,52,1898,0,8,1949.0,121.9,152.4,1,2,5,5,45,1500000,2000000,1815000.0,1
749,0,2018,NUDE,19,1920,1,8,1963.0,152.7,92.1,1,2,5,5,27,1500000,2000000,2655000.0,1
750,0,2018,SIGHT GAG,12,1936,1,7,1974.0,328.9,328.9,0,4,3,3,25,5500000,7500000,8879400.0,1
751,0,2018,AMITYVILLE,133,1904,0,8,1971.0,203.2,177.8,1,2,6,6,30,10000000,15000000,11589000.0,1
752,0,2018,NORTH PHILLY NIGGAH (WILLIAM CORBETT),89,1945,0,7,1975.0,182.9,121.9,1,2,3,3,2,1200000,1800000,1935000.0,1
753,0,2018,LEISE ZIEHT DURCH MEIN GEMÜT LIEBLICHES GELÄUTE (MELLOW SOUND OF BELLS RINGS GENTLY THROUGH MY MIND),42,1880,0,8,1961.0,188.0,122.9,1,7,5,5,35,5000000,7000000,8597150.0,1
754,0,2018,FIGURES,15,1923,0,8,1977.0,112.0,254.0,1,3,6,6,24,6000000,8000000,6734300.0,1
755,0,2018,MOVING WISP,124,1937,1,8,1995.0,183.5,208.9,1,3,1,1,29,5000000,7000000,8540700.0,1
756,0,2018,THE BUSINESSMEN,90,1917,0,5,1947.0,51.1,70.0,1,3,2,2,18,1500000,2000000,6169800.0,1
